studentAnswer,R_errortype
"temp_list = input().split(',')
# 请不要更改此行以上的代码
# 在这里编写代码
def palindrome(my_list):
    if my_list = my_list[::-1] : 
        return True
    else :
        return False
    
# 请不要更改此行以下的代码
print(palindrome(temp_list))",No error
"num_students=int(input())

if num_students<50:
    print(""没到齐"")
else:
    print(""到齐了"")",No error
"input_list = input().split(',')
num_1 = int(input())
num_2 = int(input())
# 请不要更改此行以上的代码

def replace_element_in_list(input_list,num_from,num_to):
    for i in range (len(input_list)):
        if int(input_list[i]) == int(num_from):
             int(input_list[i]) = int(num_to)
    return replace_element_in_list
# 请不要更改此行以下的代码
print(replace_element_in_list(input_list, num_1, num_2))",No error
"user_age=int(input())

if user_age==18:
	print(""num_candles=18"")
else:
    print(""num_candles=3"")
",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def palindrome(num):
    if num == 0:
        return 0# 在这里补全代码
    else:
        left = num+' '# 在这里补全代码
        mid = palindrome(num-1) # 在这里补全代码 )
        right =' '+num # 在这里补全代码
    
        return left + mid + right

# 请不要更改此行以下的代码
print(palindrome(input_int))",TypeError
"a=int(imput())
b=a*3
print(b)
print()",NameError
"num=input()
print(num+' 岁')",No error
"i = int(input())

def is_leap_year(year):
    # 在这里补全代码
    if ((year % 4 == 0 and year % 100 != 0) or year%400 == 0):
        return('是闰年')
    else:
        return('不是闰年')
print(is_leap_year(i))",No error
"x = int(input())
y = int(input())


# 在此处补全代码
x = x/y
print(x)

x=x/y
 print(x)
 x=x/y
 print(x)",No error
"input_int = int(input())
input_int_2 = int(input())
input_int_3 = int(input())
# 请不要更改此行以上的代码

def create_matrix(r,c,val):
    new_list=[]
    for i in range(r):
        new_list.append([])
        for j in range(c):
            new_list[i].append(val)
    return new_list        

# 请不要更改此行以下的代码
print(create_matrix(input_int, input_int_2, input_int_3))",No error
"print (input(),""岁"")",No error
"num_spiders = int(input())
num_cats = int(input())
#在这里补全代码

num_spiders > 10:
if num_cats > num_spiders:
    print(""猫会吃掉蜘蛛"")
else:
    print(""猫吃不完蜘蛛"")
else:
    print('蜘蛛很少')",No error
"input_int = int(input())
# 请不要更改此行以上的代码

# 在这里编写代码
num_to_word={0 : '零',1 : '一',2 : '二',3 : '三',4 : '四',5 : '五',6 : '六',7 : '七',8 : '八',9 : '九'}
# 请不要更改此行以下的代码
print(num_to_word[input_int])",KeyError
"param = int(input())
get_discount = int(input())
if param<140:
    get_discount==0
else:
    get_discount==100
print(get_discount(param))",EOFError
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码
def get_min_plus_max(x):
    max_value = input_list[0]
    for i in range(len(input_list)):
        if (max_value < input_list[i]):
            max_value = input_list[i]
    return max_value
    min_value = input_list[0]
    for j in range(len(input_list)):
        if (min_value > input_list[i]):
            min_value = input_list[i]
    return min_value
    
    min_plus_max = min_value + max_value
    return min_plus_max
            
            
    
# 在这里编写代码

# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def days_left_to_sunday(day):
    if day < 7:
        print(""还有"" + str(7 - day) + ""天到周日"")
        #在这里添加一行代码
        days_left_to_sunday(day+1)
    else:
        print(""到周日了!"")
days_left_to_sunday(input_int)
# 请不要更改此行以下的代码
days_left_to_sunday(input_int)",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def palindrome(num):
    if num == 0:
        return ""0""# 在这里补全代码
    else:
        left = str(num)# 在这里补全代码
        mid =  palindrome(num-1) # 在这里补全代码 )
        right = str(num) # 在这里补全代码
    
        return left +"" ""+ mid + "" ""+ right

# 请不要更改此行以下的代码
print(palindrome(input_int))",No error
"user_age=int(input(''))
def user_age():
    if user_age==18:
        num_candles==18
    else:
        num_candles==3
        print(num_candles)
        
",No error
"a = 1
print(a)
print()
b = 2
print(b)
print()
c = 'hi'
print(c)
print()
d = 134
print(d)
print()
e = '!'
print(e)
print()",No error
"print(""你好"")
print(""我在吃饭"")",No error
"input_list = input().split(',')
# 请不要更改此行以上的代码

# 在这里编写代码
def count_numbers(input_list):
    list=[0,0,0,0,0,0,0,0,0,0]
    for i in range(10):
        for j in input_list:
            if int(j)==i:
                list[i]=list[i]+1
    return list
# 请不要更改此行以下的代码
print(count_numbers(input_list))",No error
"temp_list = input().split(',')
# 请不要更改此行以上的代码

# 在这里编写代码
def count_negative(temp_list):
    count = 0
    for num in temp_list:
        num = int(num)
        if (num < 0):
            count = count + 1
    return count
# 请不要更改此行以下的代码
print(count_negative(temp_list))",No error
"num_yuan = int(input())
num_jiao = int(input())

# 在这里填写代码
num_jiao=num_jiao/10
num_coins=num_yuan+num_jiao
print(num_coins)",No error
"input_dict = input()
my_dict = eval(input_dict)
# 请不要更改此行以上的代码

# 在这里编写代码
for key in list(my_dict.keys()):
	if key == 1 or key ==3 or key==5 or key ==7:
		del my_dict[key]

# 请不要更改此行以下的代码
print(my_dict)",No error
"input_dict = input()
input_dict = eval(input_dict)
# 请不要更改此行以上的代码

# 在这里编写代码
user_info = {}
def log_user(user_name):
    user_info[user_name] = x
    if user_name in user_info:
        user_info[user_name] +=1
    else:
        user_info[user_name] = 1
def print_user_log(user_name):
	if user_name in user_info:
	    print(user_info[user_name])
	else:
	    print(0)
# 请不要更改此行以下的代码
for i in input_dict['log']:
    log_user(i)
for i in input_dict['print']:
    print_user_log(i)",NameError
"x = int(input())
y = int(input())
a=x/y
b=a/y
c=b/y
print(a,\n,b,\n,c)
",No error
"input_dict = input()
my_dict = eval(input_dict)
# 请不要更改此行以上的代码

# 在这里编写代码
for i in my_dict:
if 1 in my_dict:
    del my_dict[1]
if 3 in  my_dict:
    del my_dict[3]
if 5 in  my_dict:
    del my_dict[5]
if 7 in  my_dict:
    del my_dict[7]
# 请不要更改此行以下的代码
print(my_dict)",No error
"i = int(input())

def is_leap_year(year):
    if (i%4 == 0 and i%100 != 0) or (i%400 == 0):
        print(""是闰年"")
    else：
        print(""是平年"")
print(is_leap_year(i))",No error
"x = int(input())
y = int(input())
z = int(input())

# 在这里补全代码
def smallest_among_three(x,y,z):
    if x<y:
        if x<z:
            return x
        else:
            return z
    else:
        if y<z:
            return y
        else:
            return z





print(smallest_among_three(x, y, z))",No error
"temp_list = input().split(',')
# 请不要更改此行以上的代码
def palindrome(temp_list):
    new_list=[]
    del temp_list[0]
    del temp_list[len(temp_list)]
    for i in range(0,len(temp_list)):
        new_list=new_list.append(temp_list.pop())
        if new_list == temp_list:
            return True
        else:
            return False
    
# 在这里编写代码

# 请不要更改此行以下的代码
print(palindrome(temp_list))",IndexError
"num_spiders=int(input())
if num_spiders !=15:
    web_size = 20
else :
    web_size=num_spiders
web_size*=2
print(web_size)
",No error
"param = int(input())
param = str(param)
count_ones=0
# 在此处编写代码
for i in param:
    if i=='1':
        count_ones=count_ones + 1
    else:
        continue
print(count_ones(param))",TypeError
"int(input(8))
print(int(input(8), ""岁""))
print()

int(input(12))
print(int(input(12)), ""岁"")",EOFError
"def get_discount(prama):
    if(prama<140):
        print(""票价0"")
    else
        print(""票价100"")
get_discount(prama)",No error
"print(input(''))
print()",No error
"input_dict = input()
input_dict = eval(input_dict)
# 请不要更改此行以上的代码
user_info={}
def add_user(user_name,pass_word):
    user_info['user_name'] = 'pass_word'
def verify_user(user_name,pass_word):
    if 'user_name' in user_info:
        if user_info['user_name']=='pass_word':
            return True
    return False
    
    

# 请不要更改此行以下的代码
for i in input_dict['add']:
    add_user(i[0], i[1])
for i in input_dict['verify']:
    print(verify_user(i[0], i[1]))",No error
"input_str = input()
# 请不要更改此行以上的代码

# 在这里编写代码
def get_first_duplicate(input_str):
    position = {}
    res = """"
    pos = len(input_str)
    for index, char in enumerate(input_str):
        if char not in position:
            position[char] = index
        else:
            if position[char] < pos:
                res = char
                pos = position[char]
    return res
    
# 请不要更改此行以下的代码
print(get_first_duplicate(input_str))",No error
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
# 请不要更改此行以上的代码

def add_matrix(matrix_1,matrix_2):
    my_list = [ ]
    for i in range (0,len(matrix_1)):
        for j in range (0,len(matrix_1[i])):
            my_list[i][j] = matrix_1[i][j] + matrix_2[i][j]
    return my_list
# 请不要更改此行以下的代码
print(add_matrix(input_list_1, input_list_2))",IndexError
"a=str(int(input()))
x=0

for i in a:
    if (i==""1""):
        x=x+1
    else:
        x=x
        continue
print(x)
",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def power_of_two(num):
    if num == 0:
        return 1
    else:
        power_of_two(num-1)*2

# 请不要更改此行以下的代码
print(power_of_two(input_int))",TypeError
"# 在这里编写代码

def welcome_to_circle_cat()
    print(""Welcome to circle cat!"")
# 请不要更改此行以下的代码
welcome_to_circle_cat()
welcome_to_circle_cat()
welcome_to_circle_cat()",No error
"x = int(input())
y = int(input())

z=x//y
print(z)
a=z//y
print(a)
b=a//y
print(b)",No error
"param = int(input())

def print_num(param):
    if (param == 10):
        print(param)

print(print_num(param))",No error
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def get_min_plus_max( my_list ) : 
    get_min = my_list[0]
    get_max = my_list[0]
    for i in my_list :
        if my_list[i] > get_max :
            get_max = my_list[i]
    for i in my_list :
        if my_list[i] < get_min :
            get_min = my_list[i]    
            
            
        
        
    return get_max + get_min    
    

# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",IndexError
"age = int(input())

print(""my age is "",end='',age)",No error
"num1, num2 = map(int, input().split())
result = num1 + num2
print(result)",ValueError
